instance_id,p,optimizer_seed,lbfgsb_approx_ratio,cobyla_approx_ratio,delta_cobyla_minus_lbfgsb,lbfgsb_objective_evaluations,cobyla_objective_evaluations,evidence_label
n8_d25_s17,1,2,0.6876123048031427,0.6876123048003888,-2.753908212582701e-12,128,42,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n8_d25_s17,1,3,0.6543145397182732,0.596341839360085,-0.057972700358188245,36,117,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n8_d25_s17,1,4,0.6852664621661477,0.6852664621642504,-1.8973711490843925e-12,42,77,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n8_d25_s17,2,0,0.6856083725541673,0.6654259974802779,-0.020182375073889425,128,128,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n8_d25_s17,2,1,0.6660895070998132,0.7167175297718298,0.050628022672016604,128,128,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n8_d25_s17,2,2,0.7063986553977235,0.7002849498611277,-0.006113705536595848,128,128,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n8_d25_s17,2,3,0.7137925049940514,0.7840632646758166,0.0702707596817651,90,128,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n8_d25_s17,2,4,0.7307940586857101,0.730774876358766,-1.918232694408939e-05,85,128,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n8_d25_s17,3,0,0.8090113686280098,0.8193547093885686,0.010343340760558761,128,128,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n8_d25_s17,3,1,0.727354986921022,0.6929886185498747,-0.03436636837114726,128,128,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n8_d25_s17,3,2,0.7209989152421172,0.7219713487477052,0.0009724335055879552,128,128,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n8_d25_s17,3,3,0.7737145050040629,0.8127781965534482,0.03906369154938527,128,128,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n8_d25_s17,3,4,0.6749949459517126,0.8460079096167762,0.17101296366506358,128,128,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n8_d25_s42,1,0,0.6129032258064536,0.8092957352185838,0.19639250941213016,27,95,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n8_d25_s42,1,1,0.8356817470731379,0.8356817470685401,-4.597766611880161e-12,39,126,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n8_d25_s42,1,2,0.6129032258064617,0.8356817470719167,0.22277852126545494,12,71,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n8_d25_s42,1,3,0.704183788028595,0.704183787978297,-5.0298099019130404e-11,42,128,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n8_d25_s42,1,4,0.7692413043283066,0.7614259665287356,-0.007815337799570998,42,128,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n8_d25_s42,2,0,0.8657601522148348,0.8657551182971653,-5.0339176694835785e-06,105,128,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n8_d25_s42,2,1,0.8975804966028558,0.8206580731904846,-0.07692242341237121,110,128,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n8_d25_s42,2,2,0.8418785035914998,0.8238854939646939,-0.017993009626805945,128,128,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n8_d25_s42,2,3,0.8371306588058536,0.8513012308861145,0.014170572080260957,128,128,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n8_d25_s42,2,4,0.6129032258064526,0.855982462571453,0.24307923676500043,25,128,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n8_d25_s42,3,0,0.8767412277546401,0.8766371336365252,-0.00010409411811496128,128,128,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n8_d25_s42,3,1,0.7732442006108377,0.8800403022794405,0.10679610166860287,128,128,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n8_d25_s42,3,2,0.885702621088614,0.8600436630734043,-0.025658958015209676,128,128,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n8_d25_s42,3,3,0.8876484675520749,0.8355433648283451,-0.05210510272372981,128,128,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n8_d25_s42,3,4,0.907276325120469,0.8953498691033467,-0.011926456017122278,128,128,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n8_d50_s17,1,0,0.6666666666666672,0.7194412672230767,0.05277460055640948,15,128,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n8_d50_s17,1,1,0.7421207341802005,0.728684844557176,-0.013435889623024555,45,79,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n8_d50_s17,1,2,0.666666666666667,0.7267655721833405,0.06009890551667352,21,128,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n8_d50_s17,1,3,0.7303565845790424,0.7303564351617751,-1.4941726733663785e-07,42,128,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n8_d50_s17,1,4,0.666666666666667,0.7525423498924102,0.08587568322574324,18,128,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n8_d50_s17,2,0,0.7727271218000386,0.7726357746993366,-9.134710070191066e-05,80,128,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n8_d50_s17,2,1,0.666666666666667,0.8569948757011688,0.19032820903450187,25,128,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n8_d50_s17,2,2,0.8570948902929406,0.7451009074966582,-0.11199398279628237,90,28,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n8_d50_s17,2,3,0.8054112610935403,0.8052842570175471,-0.00012700407599319785,128,128,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n8_d50_s17,2,4,0.7587389170798329,0.7334940266870963,-0.025244890392736585,125,128,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n8_d50_s17,3,0,0.7810146241362863,0.8768848823401474,0.09587025820386108,128,128,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n8_d50_s17,3,1,0.7809111494078295,0.7156161830459878,-0.06529496636184162,128,128,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n8_d50_s17,3,2,0.8068335923513847,0.8430558793563044,0.036222287004919695,128,128,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n8_d50_s17,3,3,0.8115092194488728,0.8300193895543667,0.01851017010549394,128,128,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n8_d50_s17,3,4,0.8510671673003676,0.791980742491311,-0.05908642480905657,128,128,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n8_d50_s42,1,0,0.6799675435378533,0.6737741338931776,-0.006193409644675629,63,120,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n8_d50_s42,1,1,0.6416666666666669,0.6834125464519599,0.04174587978529298,18,81,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n8_d50_s42,1,2,0.6737741339526394,0.814374743170211,0.14060060921757156,60,114,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n8_d50_s42,1,3,0.6954751582651901,0.6737741339474955,-0.021701024317694606,45,125,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n8_d50_s42,1,4,0.6921958174628675,0.6537573848056293,-0.03843843265723823,39,128,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n8_d50_s42,2,0,0.7012386141503033,0.7250514188189502,0.02381280466864688,115,128,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n8_d50_s42,2,1,0.6416666666666858,0.7550685153541483,0.1134018486874625,25,128,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n8_d50_s42,2,2,0.6416666666666672,0.7180030867302203,0.07633642006355312,25,128,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n8_d50_s42,2,3,0.6416666666667157,0.7243376685580979,0.08267100189138221,15,128,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n8_d50_s42,2,4,0.8144991798097359,0.8143656822224327,-0.0001334975873031885,100,128,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n8_d50_s42,3,0,0.6839425601288965,0.7151142907326024,0.031171730603705816,84,128,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n8_d50_s42,3,1,0.6988636397252639,0.7108215983911457,0.011957958665881785,128,128,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n8_d50_s42,3,2,0.6416666666667008,0.8449866676932634,0.20332000102656256,56,128,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n8_d50_s42,3,3,0.6416666666666678,0.7620757367958572,0.12040907012918933,42,128,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n8_d50_s42,3,4,0.7161659734641445,0.6961640234354199,-0.020001950028724513,128,128,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n8_d75_s17,1,0,0.6611111111111111,0.7995618119093939,0.1384507007982828,6,128,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n8_d75_s17,1,1,0.6939562194926275,0.6939557551564023,-4.643362252476635e-07,36,128,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n8_d75_s17,1,2,0.6611111111111114,0.6867221896236376,0.025611078512526197,24,128,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n8_d75_s17,1,3,0.6939562194926326,0.6939529979265896,-3.2215660430434667e-06,48,128,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n8_d75_s17,1,4,0.7083539573335328,0.7082934312192115,-6.0526114321279856e-05,48,128,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n8_d75_s17,2,0,0.661111111111112,0.6896547209698577,0.02854360985874571,25,128,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n8_d75_s17,2,1,0.7067756078703209,0.7241689451747964,0.017393337304475454,128,128,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n8_d75_s17,2,2,0.705178368510592,0.7102401491879211,0.005061780677329097,128,128,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n8_d75_s17,2,3,0.7049120104836517,0.7034329155250488,-0.0014790949586028779,120,128,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n8_d75_s17,2,4,0.7334188128828739,0.7008951354581119,-0.03252367742476203,125,128,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n8_d75_s17,3,0,0.7083424422280182,0.7008262081333894,-0.007516234094628871,128,128,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n8_d75_s17,3,1,0.7051124021658343,0.7191999291979964,0.014087527032162095,128,128,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n8_d75_s17,3,2,0.6954708663750148,0.6944974375467761,-0.0009734288282386983,128,128,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n8_d75_s17,3,3,0.7155806259867338,0.7055730669227244,-0.010007559064009408,128,128,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n8_d75_s17,3,4,0.7266639561873148,0.7194035467819895,-0.007260409405325352,128,128,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n8_d75_s42,1,0,0.6684782608695655,0.7126070376435847,0.04412877677401916,24,15,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n8_d75_s42,1,1,0.681606143336956,0.6815660886111435,-4.0054725812477265e-05,42,128,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n8_d75_s42,1,2,0.6816061433369317,0.7673356611989475,0.08572951786201577,48,128,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n8_d75_s42,1,3,0.6744679423103398,0.7012656429654277,0.026797700655087908,39,128,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n8_d75_s42,1,4,0.7025556110724276,0.8081414193902241,0.10558580831779651,48,128,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n8_d75_s42,2,0,0.7683548127520156,0.7165626312151999,-0.05179218153681564,128,128,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n8_d75_s42,2,1,0.7304135758618563,0.703330581609756,-0.027082994252100256,128,128,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n8_d75_s42,2,2,0.7110862599459106,0.7082077499943249,-0.0028785099515856727,128,128,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n8_d75_s42,2,3,0.8081414212430554,0.7110300719620429,-0.0971113492810125,95,128,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n8_d75_s42,2,4,0.8081717668198525,0.7016577916360965,-0.10651397518375594,128,128,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n8_d75_s42,3,0,0.7250154987616376,0.7208975625324608,-0.004117936229176777,128,128,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n8_d75_s42,3,1,0.7696581151123181,0.7238171426885603,-0.04584097242375773,128,128,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n8_d75_s42,3,2,0.6978610773057726,0.7183187399998291,0.020457662694056467,128,128,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n8_d75_s42,3,3,0.6684782608696486,0.7488700450726976,0.08039178420304904,56,128,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
n8_d75_s42,3,4,0.6986302610893099,0.7189502221451431,0.020319961055833224,128,128,paired ideal-statevector optimizer delta under identical initialization and equal evaluation cap
